"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"14.02.2023","508.62","516.95","520.63","505.19","588.54K","-1.58%"
"13.02.2023","516.80","493.01","521.73","493.01","576.30K","2.93%"
"10.02.2023","502.09","510.90","510.90","492.86","337.09K","-0.92%"
"09.02.2023","506.74","502.83","511.07","502.83","293.06K","-0.07%"
"08.02.2023","507.07","509.19","514.58","499.05","281.74K","0.08%"
"07.02.2023","506.66","513.95","513.95","499.50","861.03K","-1.82%"
"03.02.2023","516.06","511.36","517.62","508.26","313.09K","1.00%"
"02.02.2023","510.95","519.10","519.94","508.91","297.78K","-0.92%"
"01.02.2023","515.72","511.45","520.98","509.68","862.83K","0.83%"
"31.01.2023","511.45","518.00","518.00","504.32","765.25K","-0.59%"
"30.01.2023","514.49","527.00","529.20","511.31","319.63K","-2.69%"
"27.01.2023","528.72","545.51","547.33","527.01","376.40K","-2.82%"
"26.01.2023","544.06","548.07","551.28","540.08","370.57K","0.28%"
"25.01.2023","542.53","552.87","552.90","540.58","330.68K","-1.39%"
"24.01.2023","550.17","549.61","553.82","540.25","681.74K","1.40%"
"23.01.2023","542.59","540.66","548.46","539.53","341.79K","0.76%"
"20.01.2023","538.49","530.00","542.14","529.01","311.58K","2.26%"
"19.01.2023","526.59","518.66","529.47","518.66","369.32K","1.78%"
"18.01.2023","517.36","513.87","520.00","507.24","179.63K","1.07%"
"17.01.2023","511.86","519.65","523.99","510.00","618.60K","-2.58%"
"16.01.2023","525.43","513.54","530.67","510.21","107.80K","3.01%"
"13.01.2023","510.10","506.21","514.73","505.21","610.17K","0.97%"
"12.01.2023","505.19","499.00","512.03","496.06","534.00K","1.24%"
"11.01.2023","498.98","495.59","502.06","492.83","452.05K","0.31%"
"10.01.2023","497.44","500.00","502.52","491.56","461.28K","0.32%"
"09.01.2023","495.87","492.95","501.87","492.95","329.55K","0.54%"
"06.01.2023","493.20","487.70","498.62","486.95","312.82K","2.01%"
"05.01.2023","483.48","473.65","488.22","466.27","413.33K","2.08%"
"04.01.2023","473.62","469.21","479.45","464.61","319.27K","0.07%"
"03.01.2023","473.31","466.53","475.13","455.01","402.42K","0.07%"
"02.01.2023","472.99","455.19","480.33","454.70","74.62K","4.03%"
"30.12.2022","454.66","467.95","472.46","452.01","308.44K","-3.28%"
"29.12.2022","470.09","476.00","478.42","468.16","176.92K","-0.77%"
"28.12.2022","473.72","490.00","491.97","472.28","302.15K","-2.91%"
"27.12.2022","487.94","481.02","492.87","481.02","97.29K","1.78%"
"26.12.2022","479.43","486.35","487.05","477.51","19.14K","-2.11%"
"23.12.2022","489.74","489.99","492.35","481.01","228.00K","0.60%"
"22.12.2022","486.84","486.02","488.25","482.86","293.63K","0.37%"
"21.12.2022","485.05","475.30","487.48","474.26","339.98K","2.03%"
"20.12.2022","475.39","473.45","480.42","471.80","461.31K","0.78%"
"19.12.2022","471.71","468.11","473.00","462.31","245.34K","0.83%"
"16.12.2022","467.81","472.64","472.64","457.47","876.05K","-1.02%"
"15.12.2022","472.64","485.24","486.51","469.40","857.23K","-2.80%"
"14.12.2022","486.24","497.39","497.42","482.60","647.04K","-0.91%"
"13.12.2022","490.72","487.01","500.42","482.21","898.64K","0.95%"
"09.12.2022","486.12","494.10","498.62","484.16","324.93K","-1.38%"
"08.12.2022","492.94","495.95","496.85","486.72","522.14K","0.04%"
"07.12.2022","492.74","488.45","498.29","486.31","536.90K","-0.09%"
"06.12.2022","493.16","475.00","495.06","471.57","594.78K","3.82%"
"05.12.2022","475.00","477.05","480.64","472.35","200.49K","-0.72%"
"02.12.2022","478.46","475.88","479.34","473.19","398.57K","0.25%"
"01.12.2022","477.26","477.80","480.27","469.52","518.90K","-0.01%"
"30.11.2022","477.33","448.75","479.85","448.75","1.29M","4.24%"
"29.11.2022","457.90","463.95","465.70","453.37","415.34K","-0.88%"
"28.11.2022","461.96","467.13","474.89","459.94","335.36K","-2.45%"
"25.11.2022","473.56","472.26","475.00","463.21","191.55K","0.25%"
"24.11.2022","472.39","466.60","478.99","466.57","60.69K","0.85%"
"23.11.2022","468.41","460.89","478.96","460.89","563.62K","2.04%"
"22.11.2022","459.06","457.89","472.60","457.29","563.17K","-2.52%"
"18.11.2022","470.93","472.37","478.64","463.95","281.53K","0.82%"
"17.11.2022","467.12","469.40","475.04","464.28","371.09K","-1.61%"
"16.11.2022","474.77","474.56","482.15","469.88","480.94K","-0.22%"
"15.11.2022","475.80","475.98","487.00","472.58","613.01K","0.70%"
"14.11.2022","472.47","470.01","474.87","463.32","273.00K","-0.03%"
"11.11.2022","472.62","460.00","475.29","453.62","294.70K","2.76%"
"10.11.2022","459.93","456.66","463.16","448.81","368.64K","2.16%"
"09.11.2022","450.22","446.80","457.68","445.75","423.79K","0.59%"
"08.11.2022","447.56","443.49","449.95","433.42","429.78K","1.44%"
"07.11.2022","441.21","447.86","452.24","436.43","280.16K","-1.44%"
"04.11.2022","447.64","440.00","450.32","439.36","498.81K","2.39%"
"03.11.2022","437.19","461.30","461.30","436.28","704.43K","-5.69%"
"01.11.2022","463.56","463.70","468.77","459.81","426.35K","-0.03%"
"31.10.2022","463.70","447.80","465.21","447.80","402.36K","3.89%"
"28.10.2022","446.35","442.87","448.05","435.67","262.67K","0.69%"
"27.10.2022","443.28","445.00","455.77","440.20","365.34K","-0.52%"
"26.10.2022","445.59","441.70","452.54","440.94","206.52K","1.30%"
"25.10.2022","439.85","450.49","455.53","437.72","535.54K","-2.35%"
"24.10.2022","450.42","442.95","452.57","437.92","295.27K","2.26%"
"21.10.2022","440.45","431.81","444.69","431.52","202.75K","2.00%"
"20.10.2022","431.81","431.45","435.52","425.60","408.01K","0.25%"
"19.10.2022","430.75","437.25","437.28","428.91","204.74K","-1.48%"
"18.10.2022","437.20","437.00","438.86","431.01","495.21K","0.67%"
"17.10.2022","434.29","427.83","438.51","425.86","284.72K","2.01%"
"14.10.2022","425.74","426.26","429.10","422.53","406.66K","0.59%"
"13.10.2022","423.26","410.42","426.26","406.01","441.03K","2.40%"
"12.10.2022","413.32","408.55","416.21","405.82","230.37K","0.92%"
"11.10.2022","409.56","414.14","415.79","405.01","545.26K","-1.25%"
"10.10.2022","414.75","417.71","425.55","412.98","548.28K","-0.71%"
"07.10.2022","417.71","416.35","422.28","413.10","322.97K","-0.66%"
"06.10.2022","420.48","416.07","429.01","414.72","306.18K","1.45%"
"05.10.2022","414.47","414.82","419.13","410.37","346.70K","-0.57%"
"04.10.2022","416.86","406.90","422.37","406.90","561.61K","2.09%"
"03.10.2022","408.34","399.40","410.97","396.91","223.73K","2.94%"
"30.09.2022","396.67","398.19","406.05","394.94","942.98K","-1.04%"
"29.09.2022","400.83","405.72","410.45","399.05","1.34M","-1.21%"
"28.09.2022","405.72","407.50","410.93","402.40","413.10K","-0.58%"
"27.09.2022","408.08","398.87","412.35","395.47","340.83K","3.37%"
"26.09.2022","394.76","406.38","409.63","390.27","331.55K","-2.71%"
"23.09.2022","405.75","419.01","419.01","402.48","366.56K","-3.37%"
"22.09.2022","419.92","422.28","423.16","416.91","227.88K","-1.58%"
"21.09.2022","426.65","433.06","433.06","424.42","198.69K","-1.16%"
"20.09.2022","431.66","435.85","437.20","425.06","400.55K","-0.34%"
"19.09.2022","433.14","430.47","435.10","407.40","660.34K","0.37%"
"15.09.2022","431.54","433.78","443.82","429.67","1.27M","-0.74%"
"14.09.2022","434.75","436.36","445.61","434.09","367.47K","-0.38%"
"13.09.2022","436.41","439.98","446.82","435.30","411.62K","-1.32%"
"12.09.2022","442.24","440.67","447.54","435.28","267.42K","0.53%"
"09.09.2022","439.90","431.81","442.29","429.16","317.13K","2.08%"
"08.09.2022","430.92","430.26","433.80","427.19","246.87K","0.33%"
"07.09.2022","429.52","422.73","431.23","418.48","303.74K","1.12%"
"06.09.2022","424.76","428.08","433.31","422.31","314.52K","-1.97%"
"05.09.2022","433.31","419.98","435.11","415.17","46.37K","1.55%"
"02.09.2022","426.70","431.00","434.03","423.80","537.95K","0.69%"
"01.09.2022","423.76","425.46","427.30","414.40","701.50K","-0.69%"
"31.08.2022","426.71","431.03","433.48","424.13","950.81K","-0.43%"
"30.08.2022","428.54","434.18","438.38","423.48","394.17K","-1.59%"
"29.08.2022","435.47","445.37","453.00","433.33","646.84K","-1.76%"
"26.08.2022","443.29","437.80","448.98","436.95","275.88K","0.87%"
"25.08.2022","439.46","431.11","441.01","431.11","196.83K","2.19%"
"24.08.2022","430.03","428.81","438.35","428.15","313.15K","-0.96%"
"23.08.2022","434.19","431.70","440.15","428.87","450.27K","0.42%"
"22.08.2022","432.36","444.00","444.00","429.51","380.58K","-1.91%"
"19.08.2022","440.76","445.17","449.31","437.82","1.15M","-1.87%"
"18.08.2022","449.15","446.65","452.01","441.22","615.06K","0.73%"
"17.08.2022","445.89","437.87","446.65","435.68","224.20K","1.12%"
"16.08.2022","440.96","434.76","441.41","432.27","403.28K","0.96%"
"15.08.2022","436.77","428.43","438.99","426.19","258.54K","2.18%"
"12.08.2022","427.47","428.81","430.08","424.25","504.00K","-0.25%"
"11.08.2022","428.54","417.90","430.50","416.64","482.58K","2.62%"
"10.08.2022","417.58","414.08","421.67","407.09","660.97K","0.79%"
"09.08.2022","414.31","413.00","415.85","406.98","375.61K","0.27%"
"08.08.2022","413.18","407.81","416.41","406.20","299.97K","1.57%"
"05.08.2022","406.81","400.93","407.00","400.10","231.24K","1.35%"
"04.08.2022","401.40","395.24","404.11","394.86","475.38K","1.26%"
"03.08.2022","396.40","395.51","399.50","392.12","332.93K","0.17%"
"02.08.2022","395.72","384.17","396.34","384.06","347.09K","2.17%"
"01.08.2022","387.30","385.50","391.22","381.56","243.65K","0.86%"
"29.07.2022","384.00","385.00","386.15","379.79","533.39K","-0.20%"
"28.07.2022","384.77","380.46","385.63","378.66","477.26K","1.13%"
"27.07.2022","380.46","386.00","386.00","374.10","474.86K","0.18%"
"26.07.2022","379.76","384.00","393.77","378.80","331.96K","-0.78%"
"25.07.2022","382.74","380.94","385.91","377.50","248.33K","0.32%"
"22.07.2022","381.52","387.01","387.01","374.40","432.54K","-0.77%"
"21.07.2022","384.49","388.71","388.71","377.27","269.24K","-0.59%"
"20.07.2022","386.77","387.46","392.00","384.01","251.94K","-1.19%"
"19.07.2022","391.44","391.72","395.00","387.90","166.18K","0.96%"
"18.07.2022","387.71","384.39","392.79","382.22","494.74K","0.86%"
"15.07.2022","384.39","388.16","389.36","378.88","285.17K","-0.08%"
"14.07.2022","384.71","384.50","387.51","378.00","356.96K","0.06%"
"13.07.2022","384.48","382.58","385.81","377.71","469.40K","-0.23%"
"12.07.2022","385.35","389.74","396.24","384.67","667.20K","-1.44%"
"11.07.2022","390.97","395.10","398.07","389.49","245.09K","-1.05%"
"08.07.2022","395.10","394.26","397.71","385.95","526.14K","-0.09%"
"07.07.2022","395.46","404.86","406.81","393.98","316.07K","-1.73%"
"06.07.2022","402.42","395.41","404.98","389.76","621.84K","2.18%"
"05.07.2022","393.84","399.67","400.14","385.90","567.51K","-1.38%"
"04.07.2022","399.34","398.38","403.45","393.94","78.22K","0.12%"
"01.07.2022","398.86","396.08","400.34","389.96","330.45K","0.92%"
"30.06.2022","395.23","409.73","415.99","393.06","840.54K","-3.72%"
"29.06.2022","410.52","418.00","419.11","409.12","1.05M","-1.77%"
"28.06.2022","417.91","420.00","425.47","417.00","565.63K","-0.31%"
"27.06.2022","419.19","419.95","426.57","417.43","454.31K","-0.48%"
"24.06.2022","421.20","412.84","427.40","412.00","300.49K","2.20%"
"23.06.2022","412.13","407.74","413.94","407.74","567.73K","1.19%"
"22.06.2022","407.28","413.65","415.00","403.24","1.06M","-2.00%"
"21.06.2022","415.58","415.04","424.00","414.53","290.48K","-0.42%"
"20.06.2022","417.32","416.20","422.98","414.66","68.65K","0.27%"
"17.06.2022","416.20","415.16","423.65","413.65","1.43M","0.31%"
"16.06.2022","414.93","428.67","430.33","413.01","813.29K","-3.70%"
"15.06.2022","430.86","426.58","439.55","422.57","303.06K","2.25%"
"14.06.2022","421.39","417.54","424.99","416.41","417.61K","1.25%"
"13.06.2022","416.19","413.06","420.69","410.11","1.33M","0.33%"
"10.06.2022","414.82","418.76","420.47","412.05","683.25K","-1.52%"
"09.06.2022","421.23","417.11","424.04","412.34","502.91K","0.46%"
"08.06.2022","419.32","420.13","426.98","417.86","643.71K","-0.66%"
"07.06.2022","422.10","420.60","424.92","411.76","2.30M","-0.52%"
"06.06.2022","424.32","426.95","430.83","422.32","276.46K","-0.73%"
"03.06.2022","427.46","429.65","431.84","423.03","491.06K","-0.88%"
"02.06.2022","431.24","429.11","433.50","421.94","352.15K","0.50%"
"01.06.2022","429.11","428.58","431.05","424.42","423.21K","-0.20%"
"31.05.2022","429.95","435.00","435.01","420.45","3.63M","-0.82%"
"30.05.2022","433.51","436.99","445.00","429.87","195.38K","-3.28%"
"27.05.2022","448.22","430.00","449.00","426.02","535.20K","3.58%"
"26.05.2022","432.72","424.80","440.49","428.98","468.11K","2.21%"
"25.05.2022","423.38","419.30","429.33","416.01","788.55K","0.62%"
"24.05.2022","420.76","425.00","428.62","419.90","983.29K","-1.67%"
"23.05.2022","427.92","428.75","433.53","423.39","501.24K","0.28%"
"20.05.2022","426.72","434.16","438.89","420.03","845.84K","-1.00%"
"19.05.2022","431.03","424.71","434.93","418.44","728.19K","0.63%"
"18.05.2022","428.35","447.58","447.58","426.28","470.45K","-4.54%"
"17.05.2022","448.70","436.87","450.60","432.97","723.34K","3.49%"
"16.05.2022","433.56","420.00","434.99","420.00","407.53K","3.04%"
"13.05.2022","420.78","422.52","426.00","418.30","581.18K","0.17%"
"12.05.2022","420.05","411.00","429.99","407.13","757.60K","1.22%"
"11.05.2022","415.00","414.23","418.88","407.10","853.48K","-0.07%"
"10.05.2022","415.30","420.59","421.00","412.71","479.46K","0.07%"
"09.05.2022","415.00","417.47","421.61","412.88","973.98K","-0.95%"
"06.05.2022","419.00","422.00","426.62","415.25","499.58K","-1.24%"
"05.05.2022","424.25","430.41","435.01","421.10","572.03K","-1.80%"
"04.05.2022","432.02","430.00","439.93","426.00","739.71K","0.01%"
"03.05.2022","431.97","442.24","443.97","429.45","384.86K","-2.27%"
"02.05.2022","442.00","445.70","451.00","433.33","390.67K","-0.76%"
"29.04.2022","445.37","445.70","454.98","443.50","614.77K","-1.07%"
"28.04.2022","450.20","443.48","453.50","427.59","1.08M","3.61%"
"27.04.2022","434.50","427.67","437.98","421.50","446.52K","1.83%"
"26.04.2022","426.68","414.60","429.54","412.52","509.53K","4.09%"
"25.04.2022","409.91","414.98","418.26","408.45","403.15K","-1.42%"
"22.04.2022","415.83","415.50","420.55","413.33","650.40K","0.12%"
"21.04.2022","415.35","418.99","418.99","412.82","708.75K","0.51%"
"20.04.2022","413.26","417.08","419.12","411.05","402.71K","-0.89%"
"19.04.2022","416.99","411.16","418.68","411.16","371.23K","1.34%"
"18.04.2022","411.49","415.02","417.50","410.01","334.98K","-0.85%"
"13.04.2022","415.02","408.78","417.00","408.78","224.02K","1.53%"
"12.04.2022","408.75","407.16","413.02","406.16","202.49K","0.88%"
"11.04.2022","405.19","406.10","411.18","400.00","227.99K","-0.25%"
"08.04.2022","406.22","413.10","414.53","404.00","427.39K","-2.35%"
"07.04.2022","416.01","423.32","424.72","410.36","363.87K","-1.30%"
"06.04.2022","421.50","433.15","433.15","417.30","370.71K","-3.00%"
"05.04.2022","434.54","441.00","441.00","427.70","165.23K","-1.71%"
"04.04.2022","442.09","449.22","451.97","437.06","157.66K","-1.77%"
"01.04.2022","450.05","444.00","459.68","443.42","440.79K","1.38%"
"31.03.2022","443.93","428.75","445.72","425.61","379.00K","3.38%"
"30.03.2022","429.40","432.96","439.61","424.33","298.57K","-0.81%"
"29.03.2022","432.89","434.86","437.01","430.23","662.41K","-1.02%"
"28.03.2022","437.34","437.06","443.00","434.15","203.91K","0.88%"
"25.03.2022","433.51","432.00","435.78","423.21","187.09K","0.32%"
"24.03.2022","432.14","426.39","433.97","420.03","275.45K","1.48%"
"23.03.2022","425.83","430.54","433.99","421.69","171.54K","-1.24%"
"22.03.2022","431.17","423.14","433.44","418.70","382.89K","1.90%"
"18.03.2022","423.15","408.99","428.53","405.00","1.56M","3.31%"
"17.03.2022","409.58","414.00","414.00","400.04","365.41K","0.01%"
"16.03.2022","409.55","410.50","420.00","401.04","417.33K","0.14%"
"15.03.2022","408.98","405.00","413.76","400.69","802.26K","1.81%"
"14.03.2022","401.72","401.34","404.71","396.18","565.04K","0.26%"
"11.03.2022","400.68","403.59","406.43","398.14","252.10K","0.48%"
"10.03.2022","398.76","403.79","410.49","397.98","291.83K","-1.29%"
"09.03.2022","403.97","401.01","406.63","395.15","244.75K","2.24%"
"08.03.2022","395.10","401.21","404.26","386.79","415.04K","-1.10%"
"07.03.2022","399.51","423.61","427.02","396.31","333.21K","-5.61%"
"04.03.2022","423.25","434.16","436.31","420.88","333.36K","-2.84%"
"03.03.2022","435.63","443.71","448.73","434.19","479.37K","-1.81%"
"02.03.2022","443.65","435.20","449.57","433.70","415.51K","2.94%"
"01.03.2022","430.97","442.90","447.82","429.99","451.88K","-2.70%"
"28.02.2022","442.91","429.38","446.00","428.14","1.81M","2.21%"
"25.02.2022","433.32","426.00","440.23","425.95","465.18K","1.89%"
"24.02.2022","425.28","422.86","427.66","412.97","380.03K","-1.12%"
"23.02.2022","430.11","444.59","453.39","427.64","306.07K","-3.50%"
"22.02.2022","445.73","460.90","460.90","434.60","317.74K","-0.86%"
"21.02.2022","449.59","454.98","469.00","429.01","121.67K","0.71%"
"18.02.2022","446.43","451.50","455.49","444.21","375.50K","-1.12%"
"17.02.2022","451.50","451.10","458.21","447.76","820.72K","-0.49%"
"16.02.2022","453.71","452.36","457.11","446.45","272.41K","0.38%"
"15.02.2022","451.97","453.91","456.90","443.56","293.35K","0.67%"
"14.02.2022","448.94","448.88","452.55","441.01","397.83K","-0.28%"
"11.02.2022","450.21","454.65","465.49","446.99","379.39K","-0.72%"
"10.02.2022","453.48","447.40","460.42","445.74","233.14K","0.60%"
"09.02.2022","450.77","443.00","452.74","440.42","637.13K","2.14%"
"08.02.2022","441.33","434.00","442.99","427.25","440.34K","3.81%"
"04.02.2022","425.13","426.39","430.63","423.44","229.72K","0.40%"
"03.02.2022","423.43","421.80","428.94","420.73","325.49K","-0.72%"
"02.02.2022","426.49","422.56","433.23","421.58","502.48K","1.46%"
"01.02.2022","420.35","417.36","421.60","411.06","269.14K","0.64%"
"31.01.2022","417.67","410.27","419.58","406.97","480.75K","2.09%"
"28.01.2022","409.11","401.58","410.40","397.09","1.26M","2.29%"
"27.01.2022","399.94","406.98","410.45","395.67","471.44K","-0.67%"
"26.01.2022","402.65","405.24","415.44","400.41","1.09M","0.19%"
"25.01.2022","401.88","396.73","406.94","386.97","380.37K","0.65%"
"24.01.2022","399.27","402.54","408.09","389.92","398.37K","-1.33%"
"21.01.2022","404.67","407.03","408.24","394.84","421.03K","-0.81%"
"20.01.2022","407.96","407.68","417.90","400.40","518.91K","0.08%"
"19.01.2022","407.63","416.25","423.16","403.99","446.03K","-4.13%"
"18.01.2022","425.18","430.38","433.94","421.85","342.21K","-0.51%"
"17.01.2022","427.34","438.68","439.98","425.42","81.85K","-2.39%"
"14.01.2022","437.79","430.50","438.86","426.94","536.17K","2.00%"
"13.01.2022","429.19","426.11","438.21","426.06","443.09K","0.61%"
"12.01.2022","426.57","430.93","431.77","421.41","423.18K","0.53%"
"11.01.2022","424.32","426.02","433.65","422.04","353.01K","-2.07%"
"10.01.2022","433.27","428.97","440.04","424.73","279.80K","0.77%"
"07.01.2022","429.95","432.14","437.41","425.00","169.59K","-1.06%"
"06.01.2022","434.54","424.37","436.30","421.39","294.90K","1.84%"
"05.01.2022","426.69","424.81","431.00","420.81","195.72K","0.69%"
"04.01.2022","423.78","427.93","427.93","421.01","427.28K","0.39%"
"03.01.2022","422.14","426.52","428.87","418.10","63.16K","-0.15%"
"31.12.2021","422.76","418.90","432.00","418.65","213.46K","0.55%"
"30.12.2021","420.43","417.30","423.08","415.19","121.84K","1.01%"
"29.12.2021","416.22","416.22","421.69","415.09","126.52K","-0.47%"
"28.12.2021","418.18","418.32","424.93","414.86","147.58K","-0.37%"
"27.12.2021","419.74","408.10","422.80","408.10","86.45K","2.64%"
"24.12.2021","408.95","408.51","410.22","407.03","5.60K","-0.55%"
"23.12.2021","411.20","407.69","416.89","405.76","131.42K","0.53%"
"22.12.2021","409.05","405.61","411.99","399.84","123.83K","0.97%"
"21.12.2021","405.12","400.08","406.74","396.01","184.30K","1.69%"
"20.12.2021","398.40","407.00","407.00","395.61","195.18K","-2.32%"
"17.12.2021","407.85","401.49","412.38","399.14","1.03M","1.38%"
"16.12.2021","402.31","408.12","412.95","396.03","1.05M","-1.46%"
"15.12.2021","408.27","420.60","420.60","399.72","1.28M","-0.15%"
"14.12.2021","408.88","404.15","409.92","395.88","725.34K","0.45%"
"13.12.2021","407.03","420.00","420.00","405.35","852.63K","-1.83%"
"10.12.2021","414.61","417.35","423.15","409.37","438.13K","-0.79%"
"09.12.2021","417.93","418.80","422.56","415.70","377.66K","0.22%"
"08.12.2021","417.03","415.60","419.99","411.93","334.59K","-0.45%"
"07.12.2021","418.90","422.75","424.27","416.29","901.68K","0.36%"
"06.12.2021","417.38","418.82","418.87","408.01","576.46K","0.11%"
"03.12.2021","416.94","419.00","425.80","413.73","811.65K","1.37%"
"02.12.2021","411.30","410.26","419.99","406.13","421.10K","1.07%"
"01.12.2021","406.96","394.88","410.33","394.01","552.98K","3.60%"
"30.11.2021","392.83","388.21","395.44","380.06","1.00M","0.17%"
"29.11.2021","392.15","394.80","396.12","384.07","578.31K","0.18%"
"26.11.2021","391.46","408.00","408.00","390.83","573.14K","-4.78%"
"25.11.2021","411.10","411.63","415.00","410.00","64.77K","-0.13%"
"24.11.2021","411.63","412.00","415.99","408.02","234.75K","0.19%"
"23.11.2021","410.83","416.29","418.79","409.27","361.83K","-0.33%"
"22.11.2021","412.17","413.58","416.65","407.48","544.30K","0.19%"
"19.11.2021","411.38","405.40","412.65","400.01","389.35K","0.97%"
"18.11.2021","407.44","417.49","419.07","400.42","521.05K","-1.51%"
"17.11.2021","413.68","413.75","417.35","408.40","259.52K","0.05%"
"16.11.2021","413.46","423.36","428.28","411.48","518.15K","-2.45%"
"12.11.2021","423.84","427.93","431.38","420.23","401.63K","-0.64%"
"11.11.2021","426.59","426.14","428.05","420.01","442.10K","-0.22%"
"10.11.2021","427.54","428.00","431.45","424.93","191.60K","0.12%"
"09.11.2021","427.04","422.88","430.04","421.77","600.84K","1.13%"
"08.11.2021","422.27","428.83","432.65","420.05","575.54K","-0.71%"
"05.11.2021","425.28","423.10","426.74","413.15","587.04K","0.69%"
"04.11.2021","422.36","424.64","424.64","417.11","311.96K","-0.09%"
"03.11.2021","422.75","417.00","425.07","411.03","673.48K","1.62%"
"01.11.2021","416.03","419.79","419.79","410.46","226.72K","0.20%"
"29.10.2021","415.19","404.16","418.50","404.16","416.03K","2.39%"
"28.10.2021","405.49","401.25","408.05","393.83","391.32K","1.40%"
"27.10.2021","399.90","393.92","401.51","391.31","305.50K","1.67%"
"26.10.2021","393.32","399.51","400.89","388.97","851.17K","-1.05%"
"25.10.2021","397.48","408.29","408.29","395.42","428.79K","-2.02%"
"22.10.2021","405.69","410.49","413.98","402.07","631.49K","-1.63%"
"21.10.2021","412.43","409.01","415.13","400.05","419.74K","0.89%"
"20.10.2021","408.79","408.24","409.89","401.44","523.26K","0.47%"
"19.10.2021","406.89","405.78","412.09","400.58","284.05K","0.27%"
"18.10.2021","405.78","406.40","407.99","399.64","242.14K","0.43%"
"15.10.2021","404.03","402.54","405.99","399.02","771.84K","0.97%"
"14.10.2021","400.16","394.67","403.61","394.60","598.96K","2.10%"
"13.10.2021","391.94","401.28","403.11","390.13","753.72K","-2.08%"
"12.10.2021","400.27","396.00","403.99","396.00","394.39K","-0.16%"
"11.10.2021","400.90","396.90","404.99","395.27","111.67K","0.68%"
"08.10.2021","398.19","386.12","402.12","386.12","417.25K","2.12%"
"07.10.2021","389.92","392.43","396.00","387.77","258.05K","-0.30%"
"06.10.2021","391.10","384.23","395.34","384.23","229.91K","-0.18%"
"05.10.2021","391.79","384.42","393.56","381.29","310.51K","1.59%"
"04.10.2021","385.66","386.00","387.04","379.35","159.57K","0.07%"
"01.10.2021","385.40","383.00","389.80","380.45","233.25K","-0.10%"
"30.09.2021","385.77","376.37","388.99","372.16","416.82K","2.94%"
"29.09.2021","374.76","372.76","379.40","366.73","348.14K","-1.31%"
"28.09.2021","379.75","384.15","385.22","372.02","763.36K","-0.99%"
"27.09.2021","383.53","381.99","386.84","380.29","551.19K","0.39%"
"24.09.2021","382.04","375.64","383.00","370.04","299.78K","1.62%"
"23.09.2021","375.95","368.71","377.78","364.83","291.46K","2.79%"
"22.09.2021","365.75","365.98","367.00","362.47","141.17K","1.23%"
"21.09.2021","361.31","367.05","368.07","357.50","236.96K","1.07%"
"20.09.2021","357.47","366.84","374.44","356.17","328.89K","-3.32%"
"17.09.2021","369.73","365.99","371.90","356.01","932.37K","3.01%"
"15.09.2021","358.94","361.48","363.78","357.02","217.09K","-0.67%"
"14.09.2021","361.36","360.00","366.52","355.77","324.00K","-0.12%"
"13.09.2021","361.78","368.17","368.64","356.65","319.77K","-0.83%"
"10.09.2021","364.82","368.56","369.96","361.52","285.44K","0.40%"
"09.09.2021","363.36","369.52","375.42","361.05","322.67K","-1.88%"
"08.09.2021","370.34","374.19","378.00","368.06","298.71K","-1.40%"
"07.09.2021","375.61","367.00","378.22","363.01","271.02K","2.59%"
"06.09.2021","366.12","363.64","372.50","360.12","75.39K","0.22%"
"03.09.2021","365.31","364.87","370.97","361.55","341.12K","-0.28%"
"02.09.2021","366.35","366.50","372.58","364.36","510.59K","-0.02%"
"01.09.2021","366.43","362.70","367.58","354.38","394.48K","1.66%"
"31.08.2021","360.43","358.00","362.83","356.03","619.60K","0.23%"
"30.08.2021","359.61","361.00","367.11","358.33","187.66K","-0.40%"
"27.08.2021","361.07","353.83","362.00","353.83","129.37K","1.15%"
"26.08.2021","356.96","357.57","360.19","351.02","241.24K","-0.09%"
"25.08.2021","357.29","360.61","360.84","354.43","161.37K","-0.46%"
"24.08.2021","358.95","350.30","360.79","349.40","333.48K","2.93%"
"23.08.2021","348.72","345.02","349.94","337.01","3.29M","1.83%"
"20.08.2021","342.45","344.37","345.83","338.39","257.51K","0.32%"
"19.08.2021","341.35","342.00","343.74","334.00","807.52K","-0.47%"
"18.08.2021","342.96","342.57","345.00","341.03","288.56K","0.29%"
"17.08.2021","341.98","348.99","351.44","340.00","1.33M","-1.75%"
"16.08.2021","348.07","346.60","353.99","342.50","377.65K","-0.10%"
"13.08.2021","348.43","355.00","355.00","346.06","528.78K","-0.33%"
"12.08.2021","349.59","350.73","355.50","348.18","615.71K","-0.53%"
"11.08.2021","351.44","356.00","358.00","350.53","313.00K","-1.34%"
"10.08.2021","356.22","353.16","357.89","350.41","169.27K","1.59%"
"09.08.2021","350.64","355.76","356.33","349.25","94.99K","-1.44%"
"06.08.2021","355.78","356.24","360.45","353.62","159.16K","-0.12%"
"05.08.2021","356.20","357.79","358.75","353.13","299.98K","-0.13%"
"04.08.2021","356.65","360.00","362.42","352.16","152.03K","-1.00%"
"03.08.2021","360.25","359.60","362.94","359.19","584.15K","-0.31%"
"02.08.2021","361.37","360.18","363.63","359.60","448.89K","-0.07%"
"30.07.2021","361.61","363.00","363.00","359.59","683.11K","-0.20%"
"29.07.2021","362.32","365.25","365.59","358.70","533.65K","0.29%"
"28.07.2021","361.29","354.21","363.78","354.21","1.34M","2.33%"
