"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"19.10.2021","5.640","5.729","5.729","5.600","35.33K","-1.55%"
"18.10.2021","5.729","5.719","5.778","5.709","57.76K","0.17%"
"15.10.2021","5.719","5.689","5.828","5.640","395.36K","-1.03%"
"14.10.2021","5.778","5.679","5.828","5.650","89.94K","2.10%"
"13.10.2021","5.660","5.660","5.660","5.640","103.65K","-0.35%"
"12.10.2021","5.679","5.679","5.679","5.630","105.62K","0.00%"
"11.10.2021","5.679","5.640","5.729","5.640","198.31K","0.35%"
"08.10.2021","5.660","5.650","5.679","5.590","98.75K","0.18%"
"07.10.2021","5.650","5.818","5.818","5.393","409.53K","-2.56%"
"06.10.2021","5.798","5.788","5.828","5.689","85.96K","0.00%"
"05.10.2021","5.798","5.917","5.917","5.798","75.95K","-2.17%"
"04.10.2021","5.927","6.214","6.263","5.887","80.43K","-4.77%"
"01.10.2021","6.224","6.036","6.224","6.036","60.65K","3.11%"
"30.09.2021","6.036","6.026","6.036","5.838","168.56K","0.16%"
"29.09.2021","6.026","5.927","6.125","5.907","108.73K","2.18%"
"28.09.2021","5.897","6.075","6.234","5.887","94.89K","-1.32%"
"27.09.2021","5.976","6.065","6.144","5.947","83.04K","-2.42%"
"24.09.2021","6.125","5.976","6.135","5.838","72.07K","2.48%"
"23.09.2021","5.976","5.966","6.036","5.966","19.89K","0.00%"
"22.09.2021","5.976","5.917","6.006","5.917","35.95K","0.50%"
"21.09.2021","5.947","5.858","5.947","5.838","65.20K","0.84%"
"20.09.2021","5.897","6.095","6.095","5.858","93.61K","-3.72%"
"17.09.2021","6.125","6.174","6.214","5.976","262.31K","1.31%"
"15.09.2021","6.046","5.986","6.234","5.986","147.56K","1.66%"
"14.09.2021","5.947","6.283","6.283","5.907","121.07K","-5.21%"
"13.09.2021","6.273","6.392","6.392","6.273","5.41K","-1.09%"
"10.09.2021","6.342","6.422","6.431","6.332","24.58K","0.16%"
"09.09.2021","6.332","6.530","6.530","6.283","105.20K","-3.03%"
"08.09.2021","6.530","6.580","6.610","6.491","90.79K","-0.60%"
"07.09.2021","6.570","6.491","6.580","6.441","108.23K","1.22%"
"06.09.2021","6.491","6.491","6.629","6.431","87.03K","0.00%"
"03.09.2021","6.491","6.471","6.530","6.431","269.52K","0.61%"
"02.09.2021","6.451","6.619","6.679","6.313","129.81K","-2.25%"
"01.09.2021","6.600","6.471","6.629","6.471","103.38K","2.46%"
"31.08.2021","6.441","6.313","6.511","6.303","271.99K","2.20%"
"30.08.2021","6.303","6.085","6.323","6.085","186.30K","1.76%"
"27.08.2021","6.194","6.125","6.234","5.986","104.34K","1.13%"
"26.08.2021","6.125","5.996","6.144","5.996","118.54K","2.31%"
"25.08.2021","5.986","5.838","6.046","5.838","71.56K","2.54%"
"24.08.2021","5.838","5.650","5.917","5.650","141.51K","3.33%"
"23.08.2021","5.650","5.709","5.739","5.581","260.48K","-0.87%"
"20.08.2021","5.699","5.660","5.867","5.660","203.88K","0.00%"
"19.08.2021","5.699","5.739","5.788","5.660","121.45K","-0.17%"
"18.08.2021","5.709","5.818","5.917","5.640","269.58K","-2.04%"
"17.08.2021","5.828","5.699","5.838","5.699","172.80K","1.20%"
"16.08.2021","5.759","5.818","5.828","5.699","235.37K","-2.02%"
"13.08.2021","5.877","5.917","5.917","5.749","104.97K","0.68%"
"12.08.2021","5.838","5.749","5.877","5.749","99.65K","0.68%"
"11.08.2021","5.798","5.749","5.917","5.749","134.84K","0.69%"
"10.08.2021","5.759","5.838","5.887","5.739","1.65M","-1.36%"
"09.08.2021","5.838","5.927","5.927","5.788","2.59M","-1.67%"
"06.08.2021","5.937","5.679","6.194","5.670","805.40K","4.53%"
"05.08.2021","5.679","5.689","5.709","5.561","174.96K","-0.35%"
"04.08.2021","5.699","5.650","5.788","5.551","287.26K","3.23%"
"03.08.2021","5.521","5.521","5.600","5.521","16.45K","1.09%"
"02.08.2021","5.462","5.521","5.551","5.393","196.39K","0.00%"
"30.07.2021","5.462","5.650","5.660","5.442","76.97K","-2.65%"
"29.07.2021","5.610","5.788","5.808","5.551","122.11K","-3.24%"
"28.07.2021","5.798","5.788","5.937","5.788","300.52K","0.00%"
"27.07.2021","5.798","5.818","5.818","5.768","54.41K","0.17%"
"26.07.2021","5.788","5.709","5.828","5.640","493.78K","1.39%"
"23.07.2021","5.709","5.739","5.739","5.650","17.19K","-0.52%"
"22.07.2021","5.739","5.739","5.788","5.689","9.76K","1.22%"
"21.07.2021","5.670","5.620","5.749","5.541","30.23K","1.60%"
"20.07.2021","5.581","5.670","5.729","5.531","147.81K","-1.05%"
"19.07.2021","5.640","5.828","5.838","5.620","179.31K","-1.89%"
"16.07.2021","5.749","5.838","5.838","5.749","12.44K","-1.69%"
"15.07.2021","5.848","5.739","5.937","5.739","31.01K","1.37%"
"14.07.2021","5.768","5.877","5.877","5.739","19.54K","-1.85%"
"13.07.2021","5.877","5.907","5.917","5.877","7.00K","-0.83%"
"12.07.2021","5.927","5.937","6.036","5.877","102.27K","0.84%"
"09.07.2021","5.877","5.867","5.937","5.838","433.02K","0.68%"
"08.07.2021","5.838","5.768","5.858","5.768","352.44K","-0.34%"
"07.07.2021","5.858","5.759","5.996","5.759","543.29K","-0.34%"
"06.07.2021","5.877","5.788","5.996","5.768","131.04K","1.54%"
"05.07.2021","5.788","5.739","5.788","5.739","21.12K","0.86%"
"02.07.2021","5.739","5.709","5.818","5.709","98.58K","-1.53%"
"01.07.2021","5.828","5.719","5.937","5.719","100.63K","2.61%"
"30.06.2021","5.679","5.818","5.917","5.650","485.83K","-1.37%"
"29.06.2021","5.759","5.719","5.867","5.660","161.76K","1.22%"
"28.06.2021","5.689","5.937","5.986","5.640","244.45K","-3.36%"
"25.06.2021","5.887","5.976","6.026","5.778","445.62K","-1.33%"
"24.06.2021","5.966","5.828","5.976","5.808","127.04K","0.17%"
"23.06.2021","5.956","6.065","6.184","5.937","658.96K","-1.79%"
"22.06.2021","6.065","6.135","6.135","6.036","33.95K","0.16%"
"21.06.2021","6.055","6.006","6.214","5.986","160.39K","2.51%"
"18.06.2021","5.907","6.214","6.273","5.739","509.37K","-5.24%"
"17.06.2021","6.234","6.144","6.273","6.144","20.31K","0.00%"
"16.06.2021","6.234","6.154","6.332","6.135","50.95K","1.12%"
"15.06.2021","6.164","6.154","6.283","6.135","36.69K","-0.80%"
"14.06.2021","6.214","6.283","6.283","6.135","108.52K","0.64%"
"11.06.2021","6.174","6.352","6.352","6.135","323.86K","-1.73%"
"10.06.2021","6.283","6.253","6.352","6.135","273.94K","2.42%"
"09.06.2021","6.135","6.135","6.263","6.095","1.06M","0.16%"
"08.06.2021","6.125","6.085","6.135","5.947","144.15K","0.65%"
"07.06.2021","6.085","5.956","6.085","5.956","66.03K","2.84%"
"04.06.2021","5.917","6.065","6.095","5.917","22.13K","0.50%"
"03.06.2021","5.887","5.749","5.897","5.749","4.37M","0.34%"
"02.06.2021","5.867","5.877","5.937","5.828","97.62K","-1.17%"
"01.06.2021","5.937","6.036","6.095","5.867","230.63K","-0.99%"
"31.05.2021","5.996","5.838","6.352","5.798","131.33K","2.71%"
"28.05.2021","5.838","5.798","5.838","5.778","125.35K","0.68%"
"27.05.2021","5.798","5.838","5.838","5.739","835.79K","-0.34%"
"26.05.2021","5.818","5.788","5.838","5.768","101.28K","-0.17%"
"25.05.2021","5.828","5.818","5.838","5.739","83.85K","0.17%"
"24.05.2021","5.818","5.818","5.838","5.818","26.65K","-0.34%"
"21.05.2021","5.838","5.838","5.838","5.749","274.35K","0.00%"
"20.05.2021","5.838","5.788","5.838","5.788","91.44K","0.51%"
"19.05.2021","5.808","5.719","5.838","5.719","20.04M","1.56%"
"18.05.2021","5.719","5.650","5.788","5.650","103.93K","1.05%"
"17.05.2021","5.660","5.660","5.759","5.590","57.22K","0.18%"
"14.05.2021","5.650","5.640","5.729","5.640","37.61K","0.00%"
"13.05.2021","5.650","5.660","5.689","5.640","232.29K","-0.35%"
"12.05.2021","5.670","5.788","5.838","5.640","200.79K","-2.38%"
"11.05.2021","5.808","5.739","5.927","5.689","265.39K","1.21%"
"10.05.2021","5.739","5.838","5.838","5.640","75.21K","-0.68%"
"07.05.2021","5.778","5.887","5.887","5.768","39.63K","-1.18%"
"06.05.2021","5.848","5.887","5.887","5.778","156.68K","-0.67%"
"05.05.2021","5.887","5.660","5.937","5.660","84.58K","4.39%"
"04.05.2021","5.640","5.699","5.699","5.600","232.20K","-0.87%"
"03.05.2021","5.689","5.670","5.699","5.600","216.81K","0.35%"
"30.04.2021","5.670","5.729","5.729","5.640","18.98K","-0.35%"
"29.04.2021","5.689","5.719","5.927","5.689","152.87K","-0.52%"
"28.04.2021","5.719","5.729","5.768","5.640","94.88K","-0.17%"
"27.04.2021","5.729","5.798","5.848","5.689","47.16K","-1.19%"
"26.04.2021","5.798","5.927","5.937","5.640","505.92K","-2.17%"
"23.04.2021","5.927","5.937","5.947","5.739","457.31K","-0.83%"
"22.04.2021","5.976","5.590","6.075","5.432","415.36K","4.68%"
"21.04.2021","5.709","5.848","5.877","5.689","90.02K","-2.37%"
"20.04.2021","5.848","5.917","5.937","5.838","34.40K","-1.01%"
"19.04.2021","5.907","5.927","5.937","5.838","97.32K","0.51%"
"16.04.2021","5.877","5.858","5.927","5.858","46.07K","0.34%"
"15.04.2021","5.858","5.937","6.006","5.858","98.55K","-2.21%"
"14.04.2021","5.990","6.080","6.080","5.950","45.79K","-0.17%"
"13.04.2021","6.000","6.080","6.080","6.000","57.09K","-0.83%"
"12.04.2021","6.050","6.090","6.130","6.000","86.34K","-0.66%"
"09.04.2021","6.090","6.050","6.100","6.010","31.19K","1.16%"
"08.04.2021","6.020","6.000","6.100","5.950","109.28K","0.67%"
"07.04.2021","5.980","6.030","6.100","5.910","234.04K","-0.83%"
"06.04.2021","6.030","6.040","6.100","6.010","53.33K","-0.82%"
"05.04.2021","6.080","6.100","6.200","6.000","469.71K","-1.14%"
"31.03.2021","6.150","5.710","6.150","5.710","380.54K","7.89%"
"30.03.2021","5.700","5.880","5.900","5.690","110.03K","-1.55%"
"29.03.2021","5.790","5.810","5.960","5.750","69.67K","0.70%"
"26.03.2021","5.750","5.900","5.900","5.750","41.36K","-2.54%"
"25.03.2021","5.900","5.900","5.950","5.870","47.29K","-1.17%"
"24.03.2021","5.970","6.100","6.100","5.900","26.11K","-0.83%"
"23.03.2021","6.020","6.070","6.100","5.940","313.72K","-0.33%"
"22.03.2021","6.040","5.950","6.050","5.930","102.14K","0.83%"
"19.03.2021","5.990","6.100","6.140","5.860","301.71K","-2.12%"
"18.03.2021","6.120","6.150","6.150","5.950","90.84K","-0.49%"
"17.03.2021","6.150","6.120","6.190","6.110","523.21K","1.15%"
"16.03.2021","6.080","6.250","6.260","6.050","98.06K","-1.94%"
"12.03.2021","6.200","6.110","6.200","6.110","364.30K","1.81%"
"11.03.2021","6.090","6.060","6.100","6.030","219.67K","0.16%"
"10.03.2021","6.080","6.060","6.080","6.000","38.91K","0.00%"
"09.03.2021","6.080","6.080","6.100","5.920","373.23K","0.00%"
"08.03.2021","6.080","6.000","6.100","5.930","456.02K","3.05%"
"05.03.2021","5.900","5.850","5.900","5.740","36.98K","1.20%"
"04.03.2021","5.830","5.740","5.900","5.700","97.25K","1.57%"
"03.03.2021","5.740","5.710","5.800","5.650","81.91K","0.53%"
"02.03.2021","5.710","5.840","5.910","5.620","185.79K","-2.23%"
"01.03.2021","5.840","5.760","5.890","5.550","480.50K","1.04%"
"26.02.2021","5.780","5.590","5.790","5.500","277.50K","4.90%"
"25.02.2021","5.510","5.520","5.590","5.500","215.94K","-0.18%"
"24.02.2021","5.520","5.550","5.580","5.500","89.35K","-2.13%"
"23.02.2021","5.640","5.740","5.740","5.500","4.67M","-2.59%"
"22.02.2021","5.790","5.610","5.800","5.500","19.53M","3.21%"
"19.02.2021","5.610","5.610","5.650","5.500","748.81K","0.00%"
"18.02.2021","5.610","5.640","5.650","5.600","268.54K","0.00%"
"17.02.2021","5.610","5.550","5.650","5.550","574.98K","-0.71%"
"16.02.2021","5.650","5.600","5.650","5.600","525.91K","0.89%"
"15.02.2021","5.600","5.600","5.700","5.600","340.96K","0.00%"
"12.02.2021","5.600","5.650","5.650","5.500","776.04K","-0.53%"
"11.02.2021","5.630","5.680","5.690","5.600","44.98K","0.54%"
"10.02.2021","5.600","5.620","5.700","5.600","44.10K","0.00%"
"09.02.2021","5.600","5.600","5.620","5.590","1.33M","-0.18%"
"08.02.2021","5.610","5.700","5.700","5.540","151.21K","-0.53%"
"05.02.2021","5.640","5.650","5.690","5.550","37.92K","1.99%"
"04.02.2021","5.530","5.500","5.590","5.440","169.39K","0.55%"
"03.02.2021","5.500","5.530","5.560","5.500","829.76K","0.00%"
"02.02.2021","5.500","5.530","5.560","5.390","702.26K","-0.90%"
"29.01.2021","5.550","5.600","5.600","5.500","126.98K","0.36%"
"28.01.2021","5.530","5.500","5.560","5.500","148.69K","-1.07%"
"27.01.2021","5.590","5.600","5.600","5.500","104.12K","1.45%"
"26.01.2021","5.510","5.590","5.590","5.450","334.58K","-2.48%"
"25.01.2021","5.650","5.650","5.730","5.600","44.36K","0.18%"
"22.01.2021","5.640","5.380","5.800","5.370","269.63K","4.25%"
"21.01.2021","5.410","5.490","5.800","5.300","235.36K","-2.70%"
"20.01.2021","5.560","6.140","6.190","5.490","706.10K","-8.40%"
"19.01.2021","6.070","6.060","6.360","5.930","780.45K","0.50%"
"18.01.2021","6.040","5.780","6.150","5.780","186.88K","4.86%"
"15.01.2021","5.760","5.550","5.840","5.500","924.43K","5.11%"
"14.01.2021","5.480","5.300","5.600","5.150","770.19K","3.40%"
"13.01.2021","5.300","5.290","5.700","5.250","1.41M","2.12%"
"12.01.2021","5.190","4.760","5.290","4.760","348.58K","9.03%"
"11.01.2021","4.760","4.690","4.790","4.690","220.47K","1.49%"
"08.01.2021","4.690","4.590","4.800","4.590","470.67K","2.40%"
"07.01.2021","4.580","4.470","4.590","4.470","60.82K","2.92%"
"06.01.2021","4.450","4.450","4.460","4.400","112.42K","-0.67%"
"05.01.2021","4.480","4.390","4.500","4.380","56.98K","2.75%"
"04.01.2021","4.360","4.350","4.360","4.320","75.47K","1.16%"
"31.12.2020","4.310","4.300","4.380","4.280","178.33K","0.70%"
"30.12.2020","4.280","4.340","4.350","4.260","54.63K","-0.70%"
"29.12.2020","4.310","4.300","4.350","4.260","119.41K","1.41%"
"28.12.2020","4.250","4.370","4.390","4.230","429.45K","-2.52%"
"24.12.2020","4.360","4.350","4.500","4.330","300.19K","0.23%"
"23.12.2020","4.350","4.390","4.390","4.280","242.30K","1.40%"
"22.12.2020","4.290","4.380","4.490","4.270","158.42K","-2.05%"
"21.12.2020","4.380","4.400","4.410","4.240","626.58K","0.23%"
"18.12.2020","4.370","4.540","4.600","4.350","258.26K","-3.10%"
"17.12.2020","4.510","4.540","4.540","4.440","71.44K","-0.44%"
"16.12.2020","4.530","4.430","4.540","4.400","357.53K","2.72%"
"15.12.2020","4.410","4.350","4.430","4.230","486.74K","1.61%"
"14.12.2020","4.340","4.250","4.350","4.230","803.85K","2.36%"
"11.12.2020","4.240","4.290","4.290","4.220","263.98K","0.47%"
"10.12.2020","4.220","4.200","4.360","4.200","1.03M","0.24%"
"09.12.2020","4.210","4.270","4.270","4.200","138.67K","-0.47%"
"08.12.2020","4.230","4.260","4.280","4.220","547.94K","0.48%"
"07.12.2020","4.210","4.290","4.290","4.200","244.90K","-0.47%"
"04.12.2020","4.230","4.300","4.300","4.220","2.55M","-0.24%"
"03.12.2020","4.240","4.320","4.320","4.220","1.46M","-1.40%"
"02.12.2020","4.300","4.310","4.350","4.230","893.88K","0.23%"
"01.12.2020","4.290","4.320","4.350","4.280","230.64K","-0.23%"
"30.11.2020","4.300","4.330","4.330","4.280","195.93K","0.47%"
"27.11.2020","4.280","4.400","4.450","4.270","795.42K","-2.73%"
"26.11.2020","4.400","4.360","4.400","4.350","98.77K","-0.23%"
"25.11.2020","4.410","4.260","4.450","4.240","447.43K","4.01%"
"24.11.2020","4.240","4.390","4.400","4.200","1.08M","-2.53%"
"23.11.2020","4.350","4.470","4.470","4.340","1.04M","-1.58%"
"20.11.2020","4.420","4.470","4.470","4.340","142.69K","-0.23%"
"19.11.2020","4.430","4.440","4.500","4.400","37.18K","-0.67%"
"18.11.2020","4.460","4.450","4.600","4.390","572.46K","0.68%"
"17.11.2020","4.430","4.430","4.440","4.350","70.67K","2.07%"
"13.11.2020","4.340","4.340","4.400","4.280","30.57K","1.40%"
"12.11.2020","4.280","4.390","4.400","4.250","233.73K","-3.17%"
"11.11.2020","4.420","4.450","4.470","4.370","102.83K","-0.67%"
"10.11.2020","4.450","4.460","4.470","4.360","1.07M","2.06%"
"09.11.2020","4.360","4.390","4.480","4.300","157.92K","1.40%"
"06.11.2020","4.300","4.410","4.480","4.250","110.52K","-2.27%"
"05.11.2020","4.400","4.410","4.410","4.300","16.21K","1.15%"
"04.11.2020","4.350","4.340","4.410","4.340","27.87K","0.23%"
"03.11.2020","4.340","4.430","4.430","4.310","44.90K","-4.19%"
"30.10.2020","4.530","4.310","4.600","4.190","77.93K","2.72%"
"29.10.2020","4.410","4.310","4.520","4.300","219.04K","0.23%"
"28.10.2020","4.400","4.370","4.470","4.290","41.70K","-1.35%"
"27.10.2020","4.460","4.450","4.500","4.430","43.92K","0.68%"
"26.10.2020","4.430","4.600","4.600","4.380","438.31K","-3.49%"
"23.10.2020","4.590","4.590","4.620","4.570","1.01M","-0.22%"
"22.10.2020","4.600","4.570","4.620","4.500","460.79K","1.55%"
"21.10.2020","4.530","4.580","4.580","4.530","46.33K","-1.09%"
"20.10.2020","4.580","4.550","4.580","4.540","41.39K","0.88%"
"19.10.2020","4.540","4.550","4.550","4.510","97.37K","-0.22%"
"16.10.2020","4.550","4.530","4.550","4.500","260.30K","0.44%"
"15.10.2020","4.530","4.520","4.580","4.510","155.00K","0.44%"
"14.10.2020","4.510","4.550","4.550","4.500","72.46K","-1.10%"
"13.10.2020","4.560","4.520","4.580","4.500","169.72K","0.88%"
"12.10.2020","4.520","4.530","4.540","4.500","40.70K","-0.22%"
"09.10.2020","4.530","4.500","4.530","4.500","122.14K","0.67%"
"08.10.2020","4.500","4.540","4.540","4.500","134.47K","-0.88%"
"07.10.2020","4.540","4.340","4.550","4.340","106.53K","2.48%"
"06.10.2020","4.430","4.490","4.500","4.430","8.61K","-0.45%"
"05.10.2020","4.450","4.500","4.500","4.450","3.91K","-1.11%"
"02.10.2020","4.500","4.450","4.600","4.430","175.14K","0.00%"
"01.10.2020","4.500","4.500","4.520","4.480","427.94K","0.22%"
"30.09.2020","4.490","4.450","4.520","4.440","345.73K","0.90%"
"29.09.2020","4.450","4.380","4.450","4.380","152.77K","1.60%"
"28.09.2020","4.380","4.350","4.390","4.290","102.94K","0.69%"
"25.09.2020","4.350","4.240","4.390","4.220","358.36K","2.59%"
"24.09.2020","4.240","4.090","4.290","4.060","203.25K","3.41%"
"23.09.2020","4.100","4.100","4.140","4.000","416.28K","2.50%"
"22.09.2020","4.000","4.150","4.150","3.900","713.88K","-2.91%"
"21.09.2020","4.120","4.220","4.220","4.060","7.59K","2.23%"
"18.09.2020","4.030","4.200","4.340","3.900","3.14M","-4.28%"
"17.09.2020","4.210","4.250","4.300","3.800","564.59K","0.48%"
"15.09.2020","4.190","4.390","4.390","4.100","499.15K","-2.78%"
"14.09.2020","4.310","4.460","4.460","4.250","432.65K","-1.82%"
"11.09.2020","4.390","4.360","4.420","4.310","432.89K","0.00%"
"10.09.2020","4.390","4.420","4.490","4.310","487.74K","0.00%"
"09.09.2020","4.390","4.500","4.500","4.310","267.42K","-1.57%"
"08.09.2020","4.460","4.430","4.600","4.320","1.03M","0.68%"
"07.09.2020","4.430","4.500","4.520","4.320","61.01K","-1.56%"
"04.09.2020","4.500","4.560","4.600","4.490","314.00K","-1.10%"
"03.09.2020","4.550","4.600","4.600","4.550","180.96K","-1.09%"
"02.09.2020","4.600","4.590","4.600","4.580","124.15K","0.00%"
"01.09.2020","4.600","4.550","4.640","4.550","446.77K","0.22%"
"31.08.2020","4.590","4.600","4.600","4.530","189.35K","-0.22%"
"28.08.2020","4.600","4.590","4.650","4.560","421.20K","0.00%"
"27.08.2020","4.600","4.650","4.650","4.560","85.32K","-0.86%"
"26.08.2020","4.640","4.720","4.740","4.600","49.77K","0.43%"
"25.08.2020","4.620","4.600","4.770","4.570","136.62K","0.43%"
"24.08.2020","4.600","4.590","4.640","4.570","317.67K","0.22%"
"21.08.2020","4.590","4.650","4.700","4.550","217.76K","-1.29%"
"20.08.2020","4.650","4.600","4.650","4.540","315.69K","0.87%"
"19.08.2020","4.610","4.550","4.700","4.490","826.92K","2.44%"
"18.08.2020","4.500","4.470","4.540","4.440","133.81K","1.35%"
"17.08.2020","4.440","4.490","4.500","4.300","501.56K","-0.45%"
"14.08.2020","4.460","4.310","4.500","4.310","322.77K","1.36%"
"13.08.2020","4.400","4.320","4.600","4.260","138.54K","1.85%"
"12.08.2020","4.320","4.470","4.470","4.290","58.78K","-2.70%"
"11.08.2020","4.440","4.270","4.480","4.250","89.30K","3.98%"
"10.08.2020","4.270","4.290","4.290","4.210","143.86K","0.00%"
"07.08.2020","4.270","4.310","4.330","4.250","128.53K","-1.61%"
"06.08.2020","4.340","4.290","4.360","4.290","29.43K","1.64%"
"05.08.2020","4.270","4.330","4.360","4.250","16.95K","0.23%"
"04.08.2020","4.260","4.370","4.370","4.250","90.98K","0.24%"
"03.08.2020","4.250","4.500","4.500","4.240","51.47K","-2.30%"
"31.07.2020","4.350","4.360","4.360","4.310","145.35K","-0.23%"
"30.07.2020","4.360","4.340","4.470","4.340","67.60K","0.69%"
"29.07.2020","4.330","4.400","4.400","4.320","82.47K","-1.59%"
"28.07.2020","4.400","4.430","4.640","4.370","58.41K","1.15%"
"27.07.2020","4.350","4.520","4.520","4.310","39.51K","-0.91%"
"24.07.2020","4.390","4.260","4.470","4.260","49.60K","0.69%"
"23.07.2020","4.360","4.300","4.390","4.250","68.66K","0.23%"
"22.07.2020","4.350","4.380","4.380","4.350","25.31K","-0.91%"
"21.07.2020","4.390","4.320","4.400","4.320","34.80K","3.54%"
"20.07.2020","4.240","4.340","4.340","4.220","48.84K","-1.62%"
"17.07.2020","4.310","4.390","4.390","4.200","36.54K","-0.23%"
"16.07.2020","4.320","4.290","4.370","4.200","22.88K","1.89%"
"15.07.2020","4.240","4.230","4.430","4.230","9.19K","0.95%"
"14.07.2020","4.200","4.360","4.360","4.200","177.87K","-2.33%"
"13.07.2020","4.300","4.390","4.390","4.260","232.48K","-1.15%"
"10.07.2020","4.350","4.450","4.450","4.300","53.52K","-2.25%"
"09.07.2020","4.450","4.520","4.520","4.430","13.04K","-0.89%"
"08.07.2020","4.490","4.500","4.650","4.420","64.96K","-0.22%"
"07.07.2020","4.500","4.330","4.500","4.270","86.28K","3.93%"
"06.07.2020","4.330","4.500","4.500","4.310","84.44K","-3.78%"
"03.07.2020","4.500","4.500","4.510","4.500","2.77K","0.00%"
"02.07.2020","4.500","4.510","4.560","4.450","33.97K","-0.44%"
"01.07.2020","4.520","4.680","4.680","4.300","286.60K","-2.80%"
"30.06.2020","4.650","4.680","4.690","4.650","27.76K","-0.64%"
"29.06.2020","4.680","4.650","4.690","4.650","31.91K","0.43%"
"26.06.2020","4.660","4.750","4.820","4.510","576.44K","-0.64%"
"25.06.2020","4.690","4.510","5.000","4.400","478.86K","4.92%"
"24.06.2020","4.470","4.440","4.480","4.290","175.47K","0.22%"
"23.06.2020","4.460","4.360","4.470","4.360","167.80K","2.53%"
"22.06.2020","4.350","4.210","4.360","4.010","9.67M","4.57%"
"19.06.2020","4.160","4.090","4.230","4.000","15.16M","3.23%"
"18.06.2020","4.030","4.000","4.090","4.000","76.68K","0.25%"
"17.06.2020","4.020","4.050","4.070","4.000","61.10K","-0.74%"
"16.06.2020","4.050","4.000","4.130","3.980","61.79K","3.32%"
"15.06.2020","3.920","3.890","4.050","3.880","127.00K","-0.25%"
"12.06.2020","3.930","3.940","4.130","3.890","141.00K","1.03%"
"11.06.2020","3.890","3.940","4.010","3.880","466.30K","-1.27%"
"10.06.2020","3.940","4.350","4.440","3.900","846.23K","-5.52%"
"09.06.2020","4.170","4.300","4.300","4.150","192.27K","-3.25%"
"08.06.2020","4.310","4.350","4.460","4.000","585.49K","1.89%"
"05.06.2020","4.230","4.230","4.450","4.130","421.39K","2.42%"
"04.06.2020","4.130","4.280","4.350","4.110","166.47K","-4.18%"
"03.06.2020","4.310","4.330","4.350","4.250","159.00K","1.41%"
"02.06.2020","4.250","4.270","4.360","4.210","223.20K","2.41%"
"01.06.2020","4.150","4.100","4.190","4.000","3.27M","1.22%"
"29.05.2020","4.100","4.050","4.230","3.950","904.42K","0.49%"
"28.05.2020","4.080","4.040","4.150","4.040","888.60K","3.29%"
"27.05.2020","3.950","3.900","4.090","3.900","1.16M","2.60%"
"26.05.2020","3.850","4.050","4.050","3.800","690.14K","-4.94%"
"25.05.2020","4.050","3.830","4.090","3.820","198.95K","5.74%"
"22.05.2020","3.830","3.800","3.890","3.720","34.44K","2.41%"
"21.05.2020","3.740","4.100","4.100","3.600","549.07K","-8.78%"
"20.05.2020","4.100","4.240","4.240","4.000","267.96K","-2.38%"
"19.05.2020","4.200","4.240","4.250","4.100","88.31K","-0.94%"
"18.05.2020","4.240","4.300","4.300","4.190","72.86K","0.00%"
"15.05.2020","4.240","4.290","4.300","4.200","98.36K","-0.70%"
"14.05.2020","4.270","4.270","4.300","4.220","11.07K","0.00%"
"13.05.2020","4.270","4.260","4.400","4.200","151.69K","-0.93%"
"12.05.2020","4.310","4.490","4.490","4.170","983.10K","-2.27%"
"11.05.2020","4.410","4.570","4.620","4.400","258.31K","-2.86%"
"08.05.2020","4.540","4.700","4.700","4.450","485.48K","-1.52%"
"07.05.2020","4.610","4.630","4.680","4.590","210.87K","-1.91%"
"06.05.2020","4.700","4.640","4.780","4.600","386.45K","2.40%"
"05.05.2020","4.590","4.650","4.700","4.550","699.35K","-1.08%"
"04.05.2020","4.640","4.840","4.840","4.440","1.23M","-3.33%"
"30.04.2020","4.800","4.810","4.880","4.750","1.16M","0.00%"
"29.04.2020","4.800","4.920","4.960","4.740","438.64K","-1.23%"
"28.04.2020","4.860","4.850","4.990","4.800","145.70K","0.21%"
"27.04.2020","4.850","4.860","4.940","4.620","84.27K","1.25%"
"24.04.2020","4.790","4.740","4.880","4.700","68.03K","4.13%"
"23.04.2020","4.600","4.500","4.700","4.230","479.59K","2.22%"
"22.04.2020","4.500","4.570","4.580","4.400","206.52K","1.35%"
"21.04.2020","4.440","4.600","4.600","4.400","197.69K","-3.48%"
"20.04.2020","4.600","4.770","4.770","4.520","66.43K","-3.56%"
"17.04.2020","4.770","4.850","4.850","4.750","10.83M","-0.63%"
"16.04.2020","4.800","4.810","4.850","4.700","13.14M","0.00%"
"15.04.2020","4.800","4.780","4.850","4.780","410.01K","0.00%"
"14.04.2020","4.800","4.800","4.850","4.590","881.07K","0.00%"
"13.04.2020","4.800","4.800","4.840","4.500","3.29M","-0.21%"
"08.04.2020","4.810","4.900","4.900","4.800","283.51K","0.21%"
"07.04.2020","4.800","4.670","4.890","4.630","1.99M","3.23%"
"06.04.2020","4.650","4.500","4.660","4.450","12.42M","4.73%"
"03.04.2020","4.440","4.370","4.490","4.370","205.88K","3.26%"
"02.04.2020","4.300","4.440","4.500","4.300","207.69K","-2.05%"
"01.04.2020","4.390","4.550","4.550","4.200","10.35M","-4.77%"
"31.03.2020","4.610","4.550","4.650","4.500","358.90K","0.66%"
"30.03.2020","4.580","5.000","5.000","4.510","136.44K","-6.34%"
